PM2.5,PM10,Temperature,Humidity,CO,NO2,AQI
44.88,74.63,18.76,40.94,3.69,59.45,89.0
150.83,236.7,19.24,55.18,4.14,115.97,242.0
41.87,59.82,21.8,72.38,8.97,119.21,143.0
242.18,524.64,21.36,73.1,3.31,12.02,460.0
114.45,174.84,34.13,60.81,3.85,30.13,217.0
127.87,228.94,30.78,76.41,7.85,39.83,284.0
65.43,111.34,29.48,55.0,7.61,59.22,153.0
120.39,298.16,18.72,74.45,8.0,50.8,277.0
167.17,285.59,33.19,52.7,9.54,103.59,335.0
189.04,246.5,31.56,43.86,7.98,125.94,325.0
189.7,249.79,18.27,75.82,4.14,36.89,304.0
146.58,288.47,32.42,49.4,8.23,88.82,321.0
226.57,448.42,20.44,55.17,5.14,61.49,386.0
205.26,358.06,16.62,46.44,2.85,80.81,315.0
190.48,335.51,28.14,63.14,3.1,96.91,372.0
18.62,23.65,28.08,79.75,2.32,135.1,71.0
6.69,12.51,16.9,31.28,1.54,36.92,28.0
57.05,105.89,21.38,74.99,1.93,22.18,88.0
167.56,233.65,34.86,30.2,0.73,97.81,236.0
105.74,141.17,28.57,48.21,8.9,65.18,205.0
103.59,140.95,29.6,38.43,9.32,32.81,180.0
221.72,295.19,19.26,67.87,5.91,26.39,360.0
224.41,447.17,16.58,32.53,8.42,88.25,355.0
227.75,331.47,20.54,57.67,1.92,52.07,342.0
81.9,125.05,19.98,44.75,9.03,149.64,176.0
174.31,248.5,19.69,36.68,5.11,66.83,235.0
71.55,174.95,18.86,68.59,0.76,39.72,137.0
51.7,119.48,26.5,40.87,1.5,98.04,115.0
50.23,75.33,21.56,41.18,3.16,44.2,81.0
88.82,144.4,31.41,43.75,0.53,79.17,159.0
110.34,162.51,18.68,59.34,3.16,77.56,188.0
208.58,383.67,24.29,62.98,0.69,73.5,358.0
34.37,42.12,15.27,30.88,2.44,121.45,48.0
185.06,383.58,24.63,42.09,2.73,40.33,326.0
135.21,254.2,16.12,51.55,9.94,136.6,261.0
75.55,178.91,34.55,46.6,2.43,120.79,208.0
125.74,177.76,30.81,74.21,2.47,56.64,238.0
78.49,176.23,24.8,69.39,6.9,35.28,189.0
151.04,336.75,16.73,61.29,8.61,49.13,303.0
111.29,151.95,26.85,46.9,3.93,56.57,161.0
45.28,77.8,30.18,65.03,8.77,87.97,156.0
33.56,47.7,18.81,72.18,3.47,16.49,95.0
138.94,212.74,26.36,59.74,2.05,138.01,228.0
226.09,348.68,31.28,69.22,3.36,23.81,395.0
89.27,171.68,30.36,67.46,6.13,49.1,206.0
184.59,320.22,31.06,58.59,3.73,25.3,340.0
166.37,404.63,32.59,45.61,6.76,45.93,377.0
233.23,318.19,33.75,67.29,2.45,127.27,419.0
206.14,508.3,23.11,40.34,7.04,96.12,416.0
143.82,215.7,26.38,68.97,3.54,41.83,254.0
165.97,365.93,30.81,70.23,4.61,132.05,387.0
225.1,369.32,28.94,71.11,5.62,122.1,440.0
102.88,142.6,34.91,53.65,6.89,115.51,233.0
85.06,196.95,15.27,39.62,2.46,128.67,154.0
7.65,12.25,22.1,34.99,8.38,96.75,73.0
207.51,426.74,20.62,67.17,7.25,80.2,392.0
201.24,389.68,20.25,74.31,2.42,62.35,362.0
30.59,55.47,19.45,62.54,9.75,41.33,98.0
146.33,269.92,29.18,37.21,6.68,88.04,270.0
118.68,255.38,16.7,76.74,4.58,134.53,254.0
34.08,44.79,29.83,79.46,1.66,93.16,98.0
245.24,507.31,28.87,51.67,5.38,138.74,466.0
57.6,136.2,20.02,59.74,1.73,59.97,103.0
21.47,27.38,20.06,68.86,4.35,107.32,61.0
150.74,208.45,27.58,66.82,4.15,100.81,282.0
186.02,396.53,30.24,78.39,7.23,103.86,428.0
12.95,22.9,32.53,35.74,2.0,100.31,54.0
166.39,286.95,32.04,59.04,8.24,41.03,330.0
135.41,186.6,34.3,64.6,3.33,30.1,249.0
30.3,56.32,26.63,74.5,4.5,147.01,110.0
47.27,64.5,33.17,73.71,7.75,16.34,155.0
144.15,262.3,31.17,78.9,6.29,75.48,343.0
77.61,170.17,32.89,55.6,3.15,69.51,174.0
234.89,360.73,15.23,71.54,3.92,60.4,359.0
205.59,375.21,34.32,51.36,3.13,119.48,421.0
245.97,612.38,24.47,51.12,5.99,114.35,484.0
68.62,143.6,30.96,42.67,3.39,136.73,159.0
242.58,556.43,17.54,70.91,7.28,65.37,477.0
110.65,192.46,22.92,79.29,5.84,88.99,239.0
90.14,198.15,20.43,42.82,1.54,134.92,154.0
17.34,21.72,20.83,32.81,3.17,149.14,65.0
17.93,24.38,17.47,70.78,2.29,145.7,56.0
174.54,255.53,31.12,61.01,3.96,110.5,332.0
117.19,201.87,15.18,77.98,5.21,30.05,198.0
60.5,139.11,21.25,42.61,5.12,13.25,123.0
155.42,256.47,18.49,33.55,7.57,125.53,227.0
66.95,137.32,26.78,54.62,1.97,127.73,128.0
146.52,310.93,20.09,34.27,9.47,114.49,265.0
93.01,182.48,20.18,43.09,3.49,49.19,154.0
206.77,344.15,24.77,36.3,3.07,99.57,329.0
206.07,401.87,28.05,41.21,6.88,54.27,365.0
121.95,200.6,17.43,35.31,8.07,73.09,212.0
90.95,119.06,18.51,77.7,3.85,63.54,158.0
93.83,233.69,19.94,43.93,7.49,137.91,221.0
202.4,276.34,34.47,52.19,8.85,42.78,353.0
85.4,110.52,22.94,74.93,7.69,90.87,178.0
56.22,131.67,26.98,63.87,0.44,60.54,104.0
25.75,41.0,19.83,60.9,8.29,102.83,102.0
119.34,244.1,24.81,65.28,7.77,89.04,271.0
123.12,200.41,16.48,71.44,6.73,139.36,251.0
211.02,360.61,15.69,73.88,7.62,24.23,364.0
59.2,91.22,24.37,62.13,9.8,40.89,169.0
98.34,161.87,22.97,74.5,4.37,117.29,209.0
203.06,352.09,17.74,56.77,0.77,61.63,316.0
206.79,441.81,28.75,43.86,4.66,33.21,371.0
99.23,185.06,34.86,74.0,0.56,80.46,203.0
117.49,285.09,22.91,57.07,3.01,101.3,254.0
79.31,99.48,27.49,75.31,5.91,16.28,156.0
233.48,432.86,34.26,32.01,3.17,50.83,392.0
34.07,66.76,31.63,49.88,6.89,123.32,124.0
233.77,560.17,24.27,77.39,8.24,82.83,500.0
172.55,218.08,29.75,42.48,4.26,14.95,262.0
135.24,263.11,17.56,77.08,9.01,49.47,273.0
13.0,30.03,25.24,77.7,0.89,99.48,60.0
121.52,184.04,20.58,74.11,8.42,37.91,249.0
104.9,245.38,18.22,58.18,8.3,125.83,238.0
44.5,54.5,23.53,62.35,3.29,104.72,111.0
165.82,356.88,17.62,73.48,3.06,75.99,321.0
242.93,586.21,28.98,68.79,3.12,138.19,500.0
142.74,293.23,24.12,61.5,8.13,64.85,291.0
180.11,318.94,25.62,79.11,8.33,42.91,373.0
21.77,27.39,17.93,64.28,3.36,102.6,51.0
107.33,257.17,17.8,78.77,5.97,90.26,268.0
33.51,60.7,26.67,32.87,1.48,56.93,45.0
155.13,192.01,34.7,36.95,4.74,58.11,239.0
234.93,492.59,16.93,52.57,9.99,65.75,408.0
167.14,305.25,20.71,49.24,1.67,50.76,268.0
23.82,32.43,32.39,69.14,9.48,109.43,138.0
91.89,135.87,16.45,38.03,8.26,101.19,169.0
139.91,179.63,32.52,78.8,9.72,71.71,333.0
103.79,202.03,25.49,45.75,1.88,65.7,170.0
209.24,420.29,23.17,51.45,2.21,61.11,342.0
204.59,380.03,21.19,43.74,0.27,49.69,296.0
154.9,350.42,20.94,58.97,7.27,22.0,307.0
96.5,223.81,21.12,32.93,6.48,47.55,173.0
67.56,135.14,32.7,37.48,1.86,54.97,122.0
30.94,37.64,29.48,67.29,7.93,86.68,116.0
91.95,193.44,28.39,39.33,3.06,118.33,173.0
106.23,185.2,30.97,41.78,1.44,65.4,171.0
170.58,330.1,20.14,69.65,4.28,142.27,329.0
166.25,339.78,27.36,34.67,1.0,125.83,280.0
22.18,36.71,24.2,51.87,2.71,147.87,86.0
101.84,243.62,30.65,31.15,3.78,132.67,206.0
49.54,68.07,21.19,47.34,8.53,96.34,115.0
43.42,90.01,27.86,64.95,7.95,93.79,149.0
207.69,250.4,32.64,34.51,4.48,28.13,300.0
15.27,36.68,23.04,74.42,7.27,111.14,108.0
107.7,144.99,16.33,75.47,5.73,94.03,202.0
46.21,61.15,25.32,35.25,3.47,80.97,90.0
220.44,359.95,21.92,79.54,7.29,107.06,426.0
141.47,238.48,28.44,44.88,6.87,72.17,257.0
61.69,91.21,34.02,34.21,6.23,83.34,131.0
128.09,251.15,24.71,30.25,6.22,65.77,204.0
184.21,327.13,24.32,50.43,6.86,110.43,342.0
239.74,298.34,28.09,61.49,3.91,132.73,392.0
59.01,95.33,17.07,46.61,8.7,127.72,148.0
222.11,500.55,20.07,71.84,1.71,120.04,405.0
233.9,490.41,33.38,65.83,8.85,11.93,500.0
229.52,491.71,28.4,47.51,3.49,137.66,426.0
160.68,338.63,15.27,66.72,1.34,48.48,289.0
159.31,255.57,19.09,77.02,6.04,134.32,312.0
103.79,137.99,28.66,34.65,3.82,37.58,160.0
189.34,294.27,30.29,45.31,8.17,71.55,329.0
135.17,308.36,31.8,53.17,4.36,114.92,304.0
170.97,423.09,20.84,54.9,6.72,99.64,344.0
109.97,202.57,33.62,57.11,3.15,68.23,222.0
184.22,223.38,26.06,45.03,2.17,105.01,259.0
207.0,286.08,28.93,63.36,3.94,86.85,374.0
40.88,66.17,26.93,62.25,6.11,48.6,122.0
209.07,408.13,17.45,58.89,6.6,100.49,381.0
137.37,178.26,34.26,35.69,5.82,38.59,206.0
211.94,514.25,17.46,53.85,9.88,107.16,429.0
110.67,185.33,20.1,47.81,6.94,10.44,189.0
97.86,233.54,31.27,54.55,9.32,86.83,268.0
229.19,507.58,27.37,76.09,1.27,66.15,473.0
66.54,145.19,31.76,54.03,0.71,52.43,136.0
211.83,421.28,25.31,30.7,3.18,82.2,338.0
123.59,249.0,22.54,51.94,1.45,100.34,204.0
130.95,265.76,33.44,71.03,5.31,145.14,312.0
80.57,162.55,15.73,69.0,5.24,126.63,184.0
145.4,279.14,32.12,55.67,5.79,110.4,319.0
84.68,210.2,19.62,42.49,7.48,77.06,181.0
14.62,31.46,31.97,53.25,9.72,64.9,93.0
71.64,158.33,17.78,58.19,8.79,14.55,146.0
6.56,15.32,26.6,79.99,1.27,60.27,49.0
244.7,362.23,32.76,62.21,3.45,128.77,450.0
241.61,316.25,24.47,64.71,2.63,63.76,376.0
101.81,186.09,29.93,54.57,1.85,74.62,197.0
183.45,342.74,31.09,47.72,5.49,48.06,352.0
89.72,204.38,29.73,70.65,5.58,48.38,213.0
169.42,301.04,33.51,54.75,2.35,18.66,292.0
202.33,392.95,23.94,79.73,7.15,95.93,436.0
236.96,446.71,18.46,52.86,7.36,72.73,408.0
103.05,128.78,15.96,33.4,0.31,94.83,117.0
196.91,393.77,19.93,64.13,4.02,86.56,353.0
70.15,159.7,17.86,32.33,8.91,121.84,177.0
247.63,347.86,26.16,42.53,5.25,115.14,381.0
11.31,22.32,18.7,47.69,3.54,118.0,63.0
152.86,301.4,15.78,66.97,2.61,79.89,256.0
166.58,235.45,15.72,54.71,2.51,59.54,240.0
173.57,236.14,31.63,31.43,1.09,140.68,244.0
34.49,85.34,26.83,60.84,8.19,17.6,94.0
234.94,402.18,22.16,50.57,0.96,31.37,358.0
49.39,73.87,32.88,76.09,2.99,68.74,134.0
157.57,224.18,16.4,54.98,0.55,95.95,220.0
59.56,123.15,34.61,65.45,7.84,11.15,158.0
80.27,159.92,27.33,40.94,0.49,110.71,166.0
138.88,282.85,18.67,68.05,3.15,88.22,261.0
107.21,140.92,28.58,66.05,5.78,77.86,208.0
44.26,104.51,30.27,75.2,4.15,69.29,150.0
46.88,79.98,23.59,31.69,2.89,82.73,86.0
107.45,172.71,32.23,52.38,2.82,32.65,184.0
190.53,343.17,18.01,63.96,8.0,25.22,341.0
225.0,384.1,20.58,34.76,9.74,50.55,339.0
25.61,59.49,16.87,50.53,3.55,109.33,76.0
101.31,243.96,19.22,77.11,0.49,92.36,200.0
29.56,47.13,19.77,51.8,0.46,77.22,59.0
9.07,21.06,33.35,79.27,7.62,90.01,90.0
167.12,370.34,16.56,32.84,5.57,88.3,284.0
152.6,367.77,23.55,65.89,7.86,52.99,348.0
44.94,68.28,25.65,59.05,7.01,23.64,114.0
62.28,121.46,32.97,55.03,9.08,135.55,193.0
10.81,16.83,34.95,78.54,8.87,93.99,98.0
209.56,475.98,30.07,36.48,7.9,107.68,417.0
243.8,294.25,34.42,74.8,4.8,74.96,421.0
38.19,73.86,30.74,64.56,3.15,115.91,89.0
61.71,101.27,34.26,42.95,5.12,91.83,153.0
217.76,352.66,29.15,75.08,5.07,17.53,410.0
231.98,472.87,16.6,51.46,6.14,134.61,398.0
107.81,248.71,23.04,70.71,1.94,52.78,234.0
17.4,34.66,27.93,49.44,6.59,29.3,61.0
14.65,33.83,22.01,72.55,4.62,22.33,50.0
145.62,224.83,20.47,61.83,6.24,110.86,254.0
101.26,189.9,26.55,37.05,2.47,108.56,187.0
12.02,21.46,33.67,62.48,4.4,108.02,56.0
147.9,179.72,15.7,39.57,2.18,138.21,189.0
7.77,14.95,30.38,50.6,8.77,58.85,75.0
197.91,407.68,29.45,38.51,4.93,88.56,346.0
80.08,157.71,34.28,31.1,2.33,96.73,150.0
14.86,32.06,33.61,40.59,0.51,147.13,37.0
149.15,289.75,30.24,56.82,6.79,53.73,311.0
102.43,131.81,25.41,54.08,2.22,143.89,172.0
243.58,329.17,19.09,55.07,9.9,30.82,358.0
138.33,273.26,25.9,42.38,5.38,116.96,249.0
72.43,112.81,30.31,64.26,2.96,98.6,151.0
178.81,233.09,32.91,65.21,6.61,124.37,326.0
71.52,125.76,30.79,47.9,2.82,14.02,150.0
226.54,435.1,18.91,74.06,8.22,20.94,398.0
96.81,157.54,26.99,62.2,3.15,19.76,169.0
139.72,298.52,21.64,65.65,9.88,93.01,313.0
17.39,35.42,15.18,43.87,6.09,94.41,60.0
109.4,178.61,19.0,30.03,8.46,136.85,196.0
208.93,455.74,17.26,73.27,0.82,75.46,372.0
202.38,413.53,31.85,71.12,3.55,19.53,428.0
59.96,121.64,20.17,36.16,7.4,39.33,114.0
60.39,115.91,20.69,48.71,6.59,11.13,100.0
205.24,249.33,34.2,63.07,2.02,118.74,333.0
232.95,490.46,22.58,62.61,3.63,124.18,445.0
28.36,47.9,15.19,73.02,2.71,149.71,85.0
115.26,279.56,20.68,37.01,6.17,67.71,230.0
87.68,198.44,17.39,51.5,3.51,12.7,163.0
218.32,428.78,17.06,34.86,3.16,42.86,309.0
25.46,38.9,16.55,49.48,2.15,92.29,55.0
56.73,83.09,26.87,30.76,4.15,144.67,114.0
189.35,311.02,18.79,74.91,2.04,24.5,326.0
17.57,31.96,22.22,56.35,9.63,27.02,88.0
125.67,199.17,32.24,72.49,1.63,108.25,269.0
113.32,211.83,23.49,33.0,9.14,103.41,226.0
86.93,123.0,33.31,41.37,4.34,45.07,154.0
101.67,251.23,24.96,42.97,3.84,123.84,208.0
134.84,180.72,22.98,49.33,2.39,28.03,195.0
44.54,107.4,30.01,70.14,6.39,139.6,159.0
145.14,346.54,16.46,49.33,6.89,38.14,270.0
202.33,380.98,16.79,40.23,4.73,21.39,297.0
191.24,409.71,28.04,33.25,0.65,57.53,293.0
42.71,75.45,24.74,33.97,9.19,36.3,120.0
41.57,83.92,30.81,68.0,9.81,83.77,152.0
70.7,116.15,33.33,52.24,4.37,106.16,146.0
93.46,148.75,22.77,66.31,6.18,78.73,196.0
105.07,205.07,26.93,64.11,4.56,102.49,220.0
171.53,316.91,25.01,36.77,3.29,61.09,279.0
18.89,36.89,34.63,37.14,0.87,13.91,47.0
13.49,21.22,31.62,67.77,4.62,146.37,93.0
101.02,169.41,33.23,66.06,8.2,124.72,249.0
175.81,230.14,20.09,48.9,0.27,20.28,221.0
52.39,66.43,30.45,33.87,5.86,72.88,103.0
162.17,248.04,20.31,30.6,8.82,98.9,245.0
68.66,89.02,19.17,44.41,2.25,36.68,100.0
222.09,296.47,33.89,30.46,1.91,90.92,316.0
224.44,506.53,15.39,41.5,7.75,84.71,371.0
77.84,97.34,34.31,50.98,2.63,39.16,123.0
61.35,126.17,17.99,36.07,2.0,29.77,99.0
105.77,164.4,31.39,35.21,3.84,116.25,186.0
63.93,149.15,20.52,74.82,3.99,55.16,141.0
169.73,310.7,22.01,59.27,8.75,44.17,326.0
207.39,331.25,19.34,76.72,6.22,113.3,394.0
169.91,318.23,26.71,47.29,4.12,113.05,317.0
206.97,351.13,21.96,63.86,5.39,48.7,348.0
102.26,197.74,28.15,40.23,9.54,132.16,230.0
43.3,58.4,15.31,60.92,1.22,106.36,97.0
185.8,463.77,16.29,36.48,2.16,58.41,292.0
93.32,163.6,16.99,30.1,9.63,69.85,175.0
169.46,280.07,23.38,76.58,9.58,111.74,340.0
71.31,151.41,31.3,57.74,1.85,39.62,166.0
24.9,41.66,32.76,76.35,1.54,75.63,68.0
248.18,566.66,19.9,46.69,4.27,101.5,458.0
43.27,77.48,26.49,46.39,0.59,85.53,103.0
247.16,527.8,30.37,50.03,6.58,95.17,485.0
244.43,327.47,20.78,65.3,0.87,86.47,352.0
199.49,458.81,23.18,58.29,0.67,37.89,364.0
166.56,359.17,25.48,76.27,4.9,67.43,356.0
146.56,216.21,17.7,31.27,9.58,84.48,222.0
217.19,301.66,15.52,65.41,4.33,119.21,315.0
75.91,122.31,18.06,46.52,3.63,101.55,130.0
119.58,295.23,27.54,39.01,9.98,69.72,258.0
156.75,240.44,16.47,55.52,5.37,146.42,267.0
105.74,189.59,18.79,55.25,3.81,25.09,188.0
109.73,135.96,21.76,36.85,3.92,38.95,161.0
85.92,147.47,16.56,40.09,2.03,57.78,133.0
143.24,278.27,18.83,50.41,5.17,42.0,236.0
213.39,520.47,33.23,50.44,4.44,97.56,458.0
54.37,101.78,15.39,45.88,2.78,15.54,98.0
233.94,529.83,28.07,37.43,1.69,34.84,394.0
173.83,332.23,22.69,30.22,3.18,51.07,264.0
206.7,259.0,28.45,78.51,5.14,105.67,372.0
141.27,227.37,26.77,77.17,0.68,132.62,287.0
195.98,381.81,19.47,54.18,1.62,121.79,338.0
8.97,21.85,31.94,79.75,9.48,35.49,93.0
205.5,476.12,24.84,63.68,5.47,89.16,410.0
14.83,22.2,31.45,33.44,0.73,14.2,28.0
223.03,331.45,23.12,35.89,6.96,53.48,324.0
248.03,362.5,34.69,75.81,0.71,122.84,459.0
77.05,184.85,30.41,61.5,7.41,73.93,193.0
56.53,130.49,34.32,72.16,7.52,30.99,161.0
192.51,424.95,25.29,74.91,6.55,71.4,418.0
66.99,114.59,24.47,52.4,7.35,37.72,156.0
217.06,402.8,30.11,32.43,0.97,65.05,332.0
30.2,54.46,32.61,39.41,7.3,78.3,96.0
35.86,54.84,34.28,33.33,1.45,58.94,88.0
244.89,454.65,21.49,39.44,3.46,141.18,384.0
170.09,210.85,30.97,50.53,9.43,88.75,302.0
212.49,291.4,19.21,35.91,5.08,128.0,294.0
84.46,198.7,25.91,38.34,9.68,116.5,194.0
170.74,371.73,18.6,52.29,0.98,102.56,300.0
150.59,263.49,21.95,47.01,4.83,79.56,247.0
152.77,286.03,33.63,53.38,0.72,10.3,267.0
172.22,289.5,17.92,51.46,6.34,95.89,289.0
145.96,315.72,27.65,62.22,0.88,59.83,302.0
110.12,244.41,26.86,76.86,1.84,26.49,218.0
72.6,159.16,17.41,35.39,2.66,72.25,137.0
193.3,413.55,21.52,34.96,7.51,112.98,348.0
60.44,88.59,26.26,72.64,1.72,144.63,130.0
174.63,286.28,18.74,55.32,8.48,62.37,303.0
62.17,112.57,31.01,68.32,1.41,85.98,154.0
158.21,257.88,34.44,40.77,0.45,129.17,261.0
188.03,410.18,19.3,71.44,4.01,56.76,364.0
58.58,95.39,18.74,76.19,9.8,29.92,152.0
19.69,27.16,24.1,61.77,1.19,49.46,50.0
37.09,63.75,29.96,35.29,1.11,135.88,93.0
153.47,379.67,20.63,74.76,7.54,32.32,344.0
213.11,318.32,15.4,69.62,3.19,56.09,328.0
16.02,31.98,25.82,67.54,7.2,75.05,75.0
184.87,325.9,34.13,31.84,2.08,128.6,314.0
88.62,114.53,22.83,69.95,4.65,141.28,176.0
122.24,224.22,23.4,36.9,2.73,69.61,185.0
232.57,491.38,34.38,41.12,4.57,140.47,448.0
86.33,161.2,28.89,58.86,7.71,32.6,197.0
119.01,277.73,29.38,43.25,7.64,31.96,257.0
8.35,13.16,26.25,63.07,5.21,142.9,59.0
24.99,32.79,34.49,60.4,9.29,81.36,101.0
68.35,165.25,28.78,35.41,2.71,36.03,143.0
11.82,20.0,32.9,62.8,2.48,78.32,57.0
159.69,311.28,28.99,76.2,6.18,119.65,370.0
109.47,244.07,29.7,38.06,6.25,125.77,252.0
139.3,225.88,20.81,59.85,0.56,130.96,237.0
47.79,101.84,21.07,47.09,6.12,89.74,117.0
77.5,106.65,30.66,52.98,3.81,131.37,162.0
167.64,264.65,20.93,44.35,7.5,81.4,290.0
241.5,335.23,26.26,47.71,8.1,94.99,415.0
17.35,39.12,19.99,31.45,5.57,116.22,74.0
223.14,332.36,31.34,79.08,0.12,69.56,402.0
146.34,312.08,17.21,61.24,6.4,20.3,278.0
143.16,347.35,31.59,55.04,7.51,59.02,331.0
127.57,240.61,27.05,49.19,2.56,97.35,246.0
22.0,41.85,18.74,56.97,4.7,36.93,73.0
27.02,48.62,25.84,49.01,9.66,30.77,99.0
152.22,247.16,20.65,48.0,3.05,51.03,230.0
88.53,160.99,21.47,53.2,2.31,14.5,131.0
229.73,455.71,22.03,43.8,2.19,114.08,383.0
104.61,259.63,16.27,39.0,5.63,46.22,196.0
40.1,97.02,34.72,57.83,9.5,27.39,134.0
180.11,417.99,15.63,72.14,6.13,107.88,355.0
76.87,181.1,28.25,37.64,3.1,128.01,176.0
133.74,241.83,22.42,31.64,6.42,12.78,195.0
175.97,361.56,27.92,42.34,6.29,42.7,325.0
225.56,533.14,22.12,78.99,6.01,142.33,500.0
199.09,340.6,28.48,71.44,1.68,63.94,368.0
170.71,418.29,29.58,59.79,6.38,141.4,396.0
171.51,298.52,28.81,76.46,4.36,48.39,326.0
236.75,469.1,17.28,52.26,0.28,40.53,367.0
77.48,164.46,28.14,79.16,5.44,39.98,205.0
5.27,12.84,20.6,44.82,9.89,21.93,53.0
71.63,108.73,15.58,42.02,3.56,135.5,132.0
58.38,126.69,23.3,61.9,9.66,147.18,198.0
167.15,313.75,23.67,48.91,1.05,143.63,291.0
160.26,248.26,24.34,61.32,7.35,129.28,301.0
150.4,332.32,29.1,45.25,1.23,128.56,300.0
8.98,17.22,21.18,60.9,2.81,102.55,42.0
183.55,377.98,21.31,43.79,5.75,125.67,315.0
84.26,136.49,16.21,32.55,5.97,39.17,141.0
167.94,306.6,28.74,75.61,7.77,64.31,357.0
141.36,283.09,26.36,74.16,6.19,99.72,312.0
88.97,153.59,21.99,78.54,5.98,132.47,203.0
37.97,55.36,29.1,65.83,9.13,102.47,129.0
28.13,68.93,25.75,64.14,4.58,127.46,120.0
208.72,389.25,24.38,57.95,2.33,76.35,378.0
230.01,495.46,25.23,36.3,1.7,110.42,403.0
164.2,284.78,27.73,39.46,4.06,147.2,298.0
30.34,50.42,28.2,44.47,7.16,31.49,91.0
103.5,178.98,20.78,74.51,0.52,139.77,185.0
183.59,317.97,17.81,38.65,1.38,83.13,259.0
196.06,373.96,18.13,76.14,1.15,100.05,371.0
33.96,64.75,27.79,56.14,5.89,132.9,111.0
5.01,9.25,32.46,65.78,2.5,67.35,54.0
179.47,246.82,23.19,35.51,1.75,68.62,242.0
92.37,170.41,18.39,43.45,5.97,83.81,144.0
67.35,95.62,30.13,77.93,7.64,12.67,166.0
8.16,11.13,31.65,43.31,3.39,79.53,58.0
137.37,331.4,32.61,44.83,5.82,50.75,295.0
213.53,424.17,27.14,39.88,1.07,139.91,375.0
239.62,492.98,32.21,36.45,9.36,22.28,423.0
143.61,247.34,15.31,41.66,3.44,74.3,199.0
131.04,312.1,17.14,62.12,9.98,142.65,303.0
25.84,52.43,16.85,52.77,9.79,136.14,114.0
139.47,306.83,29.25,57.69,7.81,108.19,333.0
98.09,164.71,16.39,36.12,0.3,92.51,146.0
153.75,376.38,24.93,70.11,5.48,49.3,330.0
100.24,227.2,24.45,69.2,0.96,61.37,207.0
63.87,147.56,21.21,31.08,8.96,22.62,145.0
28.27,40.25,32.41,49.18,7.92,120.06,91.0
82.16,127.53,18.41,33.44,9.73,55.34,151.0
28.68,45.06,22.05,69.61,6.12,103.49,95.0
48.34,75.03,30.48,66.86,5.27,60.06,116.0
246.9,570.83,15.61,75.1,5.24,75.01,481.0
113.81,141.28,28.46,41.82,3.93,87.7,172.0
135.31,175.76,31.33,52.81,4.74,122.26,249.0
219.04,340.84,33.65,39.22,6.39,39.56,367.0
248.91,363.37,32.53,48.56,9.34,65.83,442.0
147.77,221.86,21.39,56.11,6.0,28.21,230.0
204.06,456.54,26.73,32.67,8.59,20.61,350.0
85.1,164.42,16.55,65.74,8.64,94.65,196.0
79.91,96.49,20.16,57.16,5.24,36.47,131.0
103.66,182.25,16.88,71.45,3.54,18.37,209.0
169.76,293.73,21.3,43.59,6.43,135.59,296.0
172.14,232.06,32.5,75.17,4.51,84.8,327.0
82.23,170.96,21.94,79.93,0.91,28.85,159.0
37.64,79.52,26.24,75.96,3.84,17.48,85.0
159.94,341.81,23.67,68.89,9.94,26.78,351.0
36.44,78.24,24.18,70.62,0.58,75.99,85.0
146.73,176.09,34.39,58.69,7.0,103.59,277.0
174.89,426.74,20.92,39.51,8.43,99.78,340.0
176.65,398.96,27.55,63.85,6.52,30.22,375.0
189.6,450.33,23.4,65.64,5.74,98.69,386.0
218.85,267.07,16.22,79.27,7.1,66.68,354.0
127.49,307.76,24.79,57.07,4.35,75.06,262.0
183.91,414.3,31.27,43.57,1.0,122.2,351.0
156.7,358.58,16.98,64.18,9.63,56.55,336.0
50.73,67.02,16.39,78.97,4.38,30.58,118.0
11.29,24.4,18.07,38.86,6.69,132.28,52.0
74.71,182.89,30.29,46.3,5.36,39.7,174.0
113.54,236.41,29.48,57.09,0.64,51.16,218.0
156.19,303.28,26.3,38.51,9.53,108.92,286.0
213.24,518.03,24.36,31.11,7.95,105.7,403.0
53.08,94.26,32.77,46.85,1.58,122.06,120.0
35.76,70.77,30.33,73.27,9.82,35.74,135.0
241.05,438.53,31.24,32.17,7.4,59.32,394.0
31.47,75.93,31.27,51.45,4.78,27.62,95.0
122.23,158.77,27.85,68.11,6.15,85.75,243.0
148.46,274.87,24.16,77.66,1.16,50.96,277.0
137.64,288.08,32.29,79.27,5.65,106.45,333.0
26.08,58.14,33.52,51.1,0.83,10.05,50.0
18.97,37.14,15.48,77.52,5.49,18.36,65.0
30.84,73.46,16.03,31.77,5.57,70.56,80.0
148.47,359.98,34.17,67.3,8.76,144.15,407.0
138.36,177.61,20.54,62.14,7.28,134.72,244.0
62.27,107.29,32.47,42.48,2.57,149.16,128.0
161.25,198.42,22.78,55.37,8.9,68.36,271.0
205.92,335.28,17.38,36.48,5.78,16.52,280.0
15.19,28.82,16.61,73.58,6.1,52.83,74.0
127.04,302.87,18.13,47.89,1.77,104.61,233.0
173.88,400.02,20.0,61.3,8.59,28.92,356.0
66.82,91.25,24.77,37.94,9.32,52.0,128.0
80.4,106.21,29.03,40.31,7.77,17.86,149.0
155.34,305.41,34.73,79.6,9.41,76.5,382.0
224.99,425.63,23.83,67.65,3.09,39.25,390.0
203.43,314.56,25.36,78.1,8.63,22.77,376.0
147.87,350.34,25.44,44.79,4.94,67.57,285.0
183.9,442.4,25.79,38.23,1.72,59.17,339.0
